,PARK_NO,PARK_NAME,ITEM_ID,ITEM_TYPE,DESCRIPTION,EASTING,NORTHING,ORIG_FID,LONGITUDE,LATITUDE,FIXED
732,D0160,WALTON BRIDGE RESERVE,5160,BBQ,Wood Single,"495,558.66","6,964,283.7",141829095,152.9550571,-27.44491738,WOOD
733,D0355,DUTTON PARK,39198,BBQ,Wood Single,"502,412.9","6,958,515.66",141829095,153.0244282,-27.49699629,WOOD
734,D0428,WITTON ROAD PARK (NO.209),5118,BBQ,Wood Single,"496,999.14","6,957,824.36",141829095,152.9696176,-27.50323613,WOOD
735,D0249,MT COOT-THA RESERVE,10173,BBQ,Wood Single,"494,413","6,962,051",141829095,152.9434536,-27.46506999,WOOD
736,D0920,GREVILLEA PARK,14007,BBQ,Wood Single,"509,379.04","6,954,212.31",141829095,153.0949866,-27.53581632,WOOD
737,D0403,MOORBELL STREET PARK,16891,BBQ,Wood Single,"505,130.95","6,954,459.55",141829095,153.0519629,-27.533607,WOOD
738,D0802,GROVE PARK,10015,BBQ,Wood Single,"507,735","6,947,128",141829095,153.078382,-27.59978281,WOOD
739,D0784,REBECCA STREET PARK,18278,BBQ,Wood Single,"494,909.55","6,957,910.56",141829095,152.9484618,-27.502451699999998,WOOD
740,D0249,MT COOT-THA RESERVE,10180,BBQ,Wood Single,"494,472.54","6,961,789.03",141829095,152.944055,-27.46743529,WOOD
741,D0319,LAWSON STREET PARK,6838,BBQ,Wood Single,"497,899","6,951,761",141829095,152.9787178,-27.55797729,WOOD
742,D0322,CLIVEDEN AVENUE RESERVE,13522,BBQ,Wood Single,"499,166.02","6,952,516.46",141829095,152.99155269999997,-27.55115847,WOOD
743,D0249,MT COOT-THA RESERVE,26469,BBQ,Wood Single,"494,429.05","6,962,128.28",141829095,152.94361640000002,-27.46437237,WOOD
744,D0324,RIKKI BAILEY PARK,13546,BBQ,Wood Single,"496,742.8","6,951,349.44",141829095,152.9670048,-27.56169052,WOOD
745,D0249,MT COOT-THA RESERVE,10179,BBQ,Wood Single,"495,897.32","6,961,897.5",141829095,152.958476,-27.46646107,WOOD
746,D1472,THE VILLAGE AVENUE PARK,24377,BBQ,Wood Single,"504,185.19","6,950,538.93",141829095,153.04239840000002,-27.56900514,WOOD
747,D0249,MT COOT-THA RESERVE,10174,BBQ,Wood Single,"496,320","6,961,984",141829095,152.9627543,-27.46568136,WOOD
748,D0536,HERBERT STREET PARK,3568,BBQ,Wood Single,"517,501.16","6,961,481.34",141829095,153.17713840000002,-27.47011169,WOOD
749,D0534,COX PARK,3525,BBQ,Wood Single,"518,300.29","6,961,500.09",141829095,153.1852265,-27.46993189,WOOD
750,D0249,MT COOT-THA RESERVE,10176,BBQ,Wood Single,"497,014","6,961,712",141829095,152.9697776,-27.46813868,WOOD
751,D0995,WYNNUM WADING POOL PARK,2378,BBQ,Wood Single,"517,300","6,964,920",141829095,153.1750533,-27.43907015,WOOD
752,D0249,MT COOT-THA RESERVE,10177,BBQ,Wood Single,"496,489.21","6,960,971.82",141829095,152.9644639,-27.47481976,WOOD
753,D0533,LOTA CREEK RESERVE,3508,BBQ,Wood Single,"518,694.1","6,961,279.34",141829095,153.1892158,-27.47191945,WOOD
754,D0249,MT COOT-THA RESERVE,10178,BBQ,Wood Single,"496,941.9","6,961,634.63",141829095,152.9690477,-27.46883701,WOOD
755,D0545,TOOHEY FOREST PARK,34112,BBQ,Wood Single - Wood Barbecue,"504,013.76","6,954,150.98",141829095,153.0406497,-27.53639651,WOOD
756,D0804,BILL BROWN SPORTS RESERVE,37825,BBQ,Wood Single Barbecue,"503,514.68","6,975,917.76",141829095,153.0355323,-27.33988677,WOOD
757,D0249,MT COOT-THA RESERVE,10170,BBQ,Wood single Wood Barbecue on concrete bench,"497,047","6,961,210",141829095,152.9701104,-27.4726708,WOOD
758,D1759,REGENTS CIRCUIT PARK,120447,BBQ,"wood single old style, rusted","495,803.29","6,943,867",141829095,152.9574616,-27.62923808,WOOD
759,D0855,DURELLA STREET PARK,16094,BBQ,Wood Single on bench,"498,224","6,947,981",141829095,152.9820043,-27.59210304,WOOD
760,D0275,DECKER PARK,11805,BBQ,Wood Single on bench,"506,385","6,981,992",141829095,153.06451850000002,-27.285037,WOOD
761,D0275,DECKER PARK,3707,BBQ,Wood Single on bench,"506,395","6,981,955.2",141829095,153.0646198,-27.28536919,WOOD
762,D0765,ENDIANDRA STREET PARK,6034,BBQ,Wood Single on table,"503,298","6,944,860",141829095,153.03342619999998,-27.62027598,WOOD
763,D0911,ANNA SMITH OBE QUOTA PARK,104237,BBQ,woodfired,"510,599.97","6,957,528.11",141829095,153.1073225,-27.50587259,WOOD
